ascii_name,description,genus_pk,id,iso_codes,jsondata,latitude,longitude,macroarea,markup_description,name,pk,samples_100,samples_200
maranungku,,564,mku,zmr,{},-13.6666666667,130.0,Australia,,Maranungku,2383,False,True
pitjantjatjara,,559,pit,pjt,{},-26.0,130.0,Australia,,Pitjantjatjara,2386,False,True
murrinhpatha,,37,mpa,mwf,{},-14.6666666667,129.666666667,Australia,,Murrinh-Patha,2157,False,False
miriwung,,56,mir,mep,{},-15.6666666667,129.0,Australia,,Miriwung,886,False,False
pintupi,,559,pin,piu,{},-23.0,129.0,Australia,,Pintupi,896,False,False
mirniny,,559,mrj,nju,{},-31.0,129.0,Australia,,Mirniny,2566,False,False
djaru,,559,djr,ddj,{},-18.75,128.0,Australia,,Djaru,2021,False,False
kitja,,56,kij,gia,{},-17.5,127.75,Australia,,Kitja,137,False,False
gunin,,29,gnn,gww,{},-14.25,126.666666667,Australia,,Gunin,1392,False,False
ngaanyatjarra,,559,ntj,ntj,{},-26.0,126.5,Australia,,Ngaanyatjarra,1771,False,False
gooniyandi,,30,goo,gni,{},-18.3333333333,126.333333333,Australia,,Gooniyandi,2481,True,True
martuwangka,,559,mwa,mpj,{},-21.5,126.0,Australia,,Martu Wangka,716,False,False
ungarinjin,,29,ung,ung,{},-16.3333333333,126.0,Australia,,Ungarinjin,2400,False,True
walmatjari,,559,wlm,wmt,{},-19.5,125.75,Australia,,Walmatjari,963,False,False
bunuba,,30,bnb,bck,{},-17.75,125.75,Australia,,Bunuba,1385,False,True
mantjiltjara,,559,mnj,mpj,{},-22.6666666667,125.083333333,Australia,,Mantjiltjara,714,False,False
worora,,29,wor,unp,{},-15.6666666667,124.666666667,Australia,,Worora,1150,False,False
nyigina,,46,nyn,nyh,{},-18.0,124.333333333,Australia,,Nyigina,1323,False,False
yulparija,,559,ylb,mpj,{},-21.0,124.0,Australia,,Yulparija,774,False,False
ngadjumaja,,559,ngj,nju,{},-32.3333333333,123.833333333,Australia,,Ngadjumaja,1193,False,False
warrwa,,46,wrw,wwr,{},-17.5,123.5,Australia,,Warrwa,1628,False,False
wanman,,559,wbt,wbt,{},-22.0,123.0,Australia,,Wanman,2572,False,False
bardi,,46,brd,bcj,{},-16.5833333333,122.916666667,Australia,,Bardi,1215,False,False
nyulnyul,,46,nyu,nyv,{},-17.0,122.833333333,Australia,,Nyulnyul,1879,False,False
yawuru,,46,ywr,ywr,{},-18.0,122.5,Australia,,Yawuru,1378,False,False
nyungar,,559,nju,nys,{},-33.75,122.0,Australia,,Nyungar,424,False,False
karadjeri,,559,krj,gbd,{},-19.0,122.0,Australia,,Karadjeri,1076,False,False
nyangumarda,,559,nyr,nna,{},-20.0,121.0,Australia,,Nyangumarda,823,False,False
balyku,,559,bly,nad,{},-22.0,120.0,Australia,,Balyku,2558,False,False
ngarla,,559,nlr,nlr,{},-20.0,119.0,Australia,,Ngarla,2567,False,False
nyamal,,559,nly,nly,{},-21.0,119.0,Australia,,Nyamal,2568,False,False
kariera,,559,vka,vka,{},-20.5,118.5,Australia,,Kariera,2563,False,False
panyjima,,559,pny,pnw,{},-22.8333333333,118.416666667,Australia,,Panyjima,1911,False,False
badimaya,,559,bdm,bia,{},-27.6666666667,118.0,Australia,,Badimaya,1671,False,False
yindjibarndi,,559,yin,yij,{},-21.75,117.916666667,Australia,,Yindjibarndi,1973,False,False
ngarluma,,559,nlu,nrl,{},-20.8333333333,117.5,Australia,,Ngarluma,419,False,False
watjarri,,559,wat,wbv,{},-26.0,117.5,Australia,,Watjarri,1854,False,False
martuthunira,,559,mrt,vma,{},-20.8333333333,116.5,Australia,,Martuthunira,2489,True,True
dhalandji,,559,dhl,dhl,{},-22.08,115.0,Australia,,Dhalandji,2560,False,False
dhargari,,559,dhr,dhr,{},-23.75,114.916666667,Australia,,Dhargari,1448,False,False
yingkarta,,559,yng,yia,{},-25.1666666667,114.833333333,Australia,,Yingkarta,1784,False,False
nhanda,,559,nha,,{},-27.0,114.166666667,Australia,,Nhanda,1699,False,False
bayungu,,559,bxj,bxj,{},-23.0,114.0,Australia,,Bayungu,2559,False,False
