ascii_name,description,genus_pk,id,iso_codes,jsondata,latitude,longitude,macroarea,markup_description,name,pk,samples_100,samples_200
waimaha,,452,bno,bao,{},0.333333333333,-70.25,South America,,Waimaha,1346,False,False
matis,,342,mts,mpq,{},-4.41666666667,-70.25,South America,,Matis,1555,False,False
yuruti,,452,yrt,yui,{},1.0,-70.4166666667,South America,,Yuruti,492,False,False
tatuyo,,452,tty,tav,{},0.416666666667,-70.5,South America,,Tatuyo,463,False,False
culina,,24,cul,cul,{},-6.0,-70.5,South America,,Culina,790,False,False
amarakaeri,,168,amk,amr,{},-12.5,-70.5,South America,,Amarakaeri,909,False,False
cuica,,418,cuc,,{},9.0,-70.5,South America,,Cuica,979,False,False
ticuna,,414,tic,tca,{},-4.0,-70.5,South America,,Ticuna,1966,False,False
cubeo,,452,cub,cub,{},1.33333333333,-70.5,South America,,Cubeo,2259,False,False
retuara,,452,ret,tnc,{},-0.5,-70.6666666667,South America,,Retuarã,2297,False,False
barasano,,452,brs,bsn,{},-0.166666666667,-70.6666666667,South America,,Barasano,2436,True,True
carapana,,452,crp,cbc,{},0.833333333333,-70.75,South America,,Carapana,1350,False,False
hianacoto,,119,hia,cbd,{},0.833333333333,-71.0,South America,,Hianacoto,101,False,False
playero,,164,pla,gob,{},7.0,-71.0,South America,,Playero,432,False,False
quechuacuzco,,356,qcu,quz,{},-14.5,-71.0,South America,,Quechua (Cuzco),1004,False,False
huitotomuinane,,180,hmu,hux,{},-2.41666666667,-71.0,South America,,Huitoto (Muinane),1117,False,False
yucuna,,549,ycn,ycn,{},-0.75,-71.0,South America,,Yucuna,1711,False,False
betoi,,109,bti,,{},7.16666666667,-71.25,South America,,Betoi,1021,False,False
macaguan,,164,mcg,mbn,{},6.5,-71.3333333333,South America,,Macaguán,383,False,False
nukak,,114,nuk,mbr,{},2.5,-71.5,South America,,Nukak,423,False,False
sikuani,,164,skn,guh,{},6.25,-71.5,South America,,Sikuani,1093,False,False
resigaro,,549,res,rgr,{},-2.41666666667,-71.5,South America,,Resígaro,2208,False,False
ocaina,,180,oca,oca,{},-2.75,-71.75,South America,,Ocaina,1659,False,False
cashinahua,,342,csh,cbs,{},-10.5,-71.8333333333,South America,,Cashinahua,1025,False,False
umaua,,119,umu,cbd,{},1.0,-72.0,South America,,Umaua,241,False,False
guayabero,,164,gyb,guo,{},2.83333333333,-72.0,South America,,Guayabero,323,False,False
andoke,,22,adk,ano,{},-0.666666666667,-72.0,South America,,Andoke,1887,False,False
goajiro,,550,goa,guc,{},12.0,-72.0,South America,,Goajiro,2205,False,False
yagua,,343,yag,yad,{},-3.5,-72.0,South America,,Yagua,2470,True,True
mapudungun,,25,map,arn,{},-38.0,-72.0,South America,,Mapudungun,2502,True,True
guaque,,119,guq,,{},1.0,-72.0833333333,South America,,Guaque,90,False,False
tunebo,,568,tnb,tnd,{},6.75,-72.25,South America,,Tunebo,960,False,False
achagua,,549,acg,aca,{},4.41666666667,-72.25,South America,,Achagua,1786,False,False
bora,,179,bor,boa,{},-2.16666666667,-72.3333333333,South America,,Bora,866,False,False
orejon,,452,ore,ore,{},-2.83333333333,-72.5,South America,,Orejón,577,False,False
muinane,,179,mui,bmr,{},-1.0,-72.5,South America,,Muinane,1842,False,False
amahuaca,,342,amc,amc,{},-10.5,-72.5,South America,,Amahuaca,2054,False,False
machiguenga,,536,mch,mcb,{},-12.0,-72.6666666667,South America,,Machiguenga,1188,False,False
yukpa,,119,ykp,yup,{},10.1666666667,-72.75,South America,,Yukpa,773,False,False
bari,,128,mti,mot,{},9.0,-73.0,South America,,Barí,405,False,False
carijona,,119,crj,cbd,{},1.0,-73.0,South America,,Carijona,663,False,False
japreria,,119,jpr,jru,{},10.5,-73.0,South America,,Japreria,1240,False,False
yaminahua,,342,yam,yaa,{},-8.0,-73.0,South America,,Yaminahua,1339,False,False
matses,,342,myr,mcf,{},-5.41666666667,-73.25,South America,,Matsés,1468,False,False
omagua,,457,oma,omg,{},-4.0,-73.5,South America,,Omagua,195,False,False
damana,,130,dam,mbp,{},11.0,-73.5,South America,,Damana,1351,False,False
huitotomurui,,180,hum,huu,{},-1.0,-73.5,South America,,Huitoto (Murui),2094,False,False
piro,,534,pir,pib,{},-11.0,-73.5,South America,,Piro,2676,False,False
ika,,130,ika,arh,{},10.6666666667,-73.75,South America,,Ika,2431,False,True
cogui,,130,cog,kog,{},11.0,-73.8333333333,South America,,Cogui,668,False,False
chimila,,129,cma,cbg,{},10.0,-74.0,South America,,Chimila,302,False,False
huitoto,,180,htt,hto,{},-1.0,-74.0,South America,,Huitoto,686,False,False
quechuaayacucho,,356,qay,quy,{},-14.0,-74.0,South America,,Quechua (Ayacucho),947,False,False
capanahua,,342,cap,kaq,{},-7.0,-74.0,South America,,Capanahua,1299,False,False
muisca,,567,msc,chb,{},5.0,-74.0,South America,,Muisca,1469,False,False
iquito,,509,iqu,iqu,{},-3.25,-74.0,South America,,Iquito,1894,False,False
huitotominica,,180,hmi,hto,{},-0.333333333333,-74.0,South America,,Huitoto (Minica),1996,False,True
campaaxininca,,536,cax,"cni, cpc",{},-12.0,-74.0,South America,,Campa (Axininca),2312,False,False
campapajonalasheninca,,536,cpa,cjo,{},-10.6666666667,-74.25,South America,,Campa Pajonal Asheninca,786,False,False
nomatsiguenga,,536,nom,not,{},-11.6666666667,-74.5,South America,,Nomatsiguenga,573,False,False
cocama,,457,coc,cod,{},-5.0,-74.5,South America,,Cocama,1926,False,False
qawasqar,,15,qaw,alc,{},-49.0,-75.0,South America,,Qawasqar,2254,False,True
shipibokonibo,,342,shk,shp,{},-7.5,-75.0,South America,,Shipibo-Konibo,2456,False,True
arabela,,509,arb,arl,{},-2.0,-75.1666666667,South America,,Arabela,1631,False,False
amuesha,,531,amu,ame,{},-10.5,-75.4166666667,South America,,Yanesha',1921,False,False
cashibo,,342,cas,cbr,{},-8.5,-75.5,South America,,Cashibo,1499,False,False
koreguaje,,452,kje,coe,{},1.0,-75.5,South America,,Koreguaje,1553,False,False
urarina,,469,urn,ura,{},-4.5,-75.5,South America,,Urarina,2672,False,False
taushiro,,410,tsr,trr,{},-3.25,-75.5,South America,,Taushiro,2673,False,False
quechuahuallaga,,356,qhu,qvh,{},-9.5,-75.5,South America,,Quechua (Huallaga),2675,False,False
quechuatarma,,356,qta,qvn,{},-11.4166666667,-75.75,South America,,Quechua (Tarma),585,False,False
emberachami,,135,emc,cmi,{},5.0,-76.0,South America,,Embera Chami,871,False,False
secoya,,452,sec,sey,{},-0.333333333333,-76.0,South America,,Secoya,950,False,False
paez,,341,pae,pbb,{},2.66666666667,-76.0,South America,,Páez,2264,False,False
jaqaru,,102,jaq,jqr,{},-13.0,-76.0,South America,,Jaqaru,2320,False,False
achuar,,197,acu,acu,{},-2.66667,-76.0,South America,,Achuar,2674,False,False
siona,,452,sin,snn,{},0.333333333333,-76.25,South America,,Siona,1944,False,False
catio,,135,cat,cto,{},7.16666666667,-76.3333333333,South America,,Catio,297,False,False
zaparo,,509,zpr,zro,{},-2.0,-76.3333333333,South America,,Zaparo,1098,False,False
jebero,,116,jeb,jeb,{},-5.41666666667,-76.5,South America,,Jebero,2153,False,False
waorani,,483,wao,auc,{},-1.0,-76.5,South America,,Waorani,2306,False,False
guambiano,,106,gmb,gum,{},2.5,-76.6666666667,South America,,Guambiano,1505,False,False
yurimangi,,507,yrm,,{},3.83333333333,-77.0,South America,,Yurimangí,260,False,False
inga,,356,iga,inb,{},1.0,-77.0,South America,,Inga,801,False,False
chayahuita,,116,chy,cbt,{},-5.5,-77.0,South America,,Chayahuita,1163,False,False
waunana,,135,wau,noa,{},4.0,-77.0,South America,,Waunana,1335,False,False
candoshi,,118,can,cbu,{},-4.16666666667,-77.0,South America,,Candoshi,1589,False,False
camsa,,117,cam,kbh,{},1.16666666667,-77.0,South America,,Camsá,1792,False,False
epenapedee,,135,epe,sja,{},3.0,-77.0,South America,,Epena Pedee,2457,False,True
cofan,,143,cof,con,{},0.166666666667,-77.1666666667,South America,,Cofán,1445,False,False
embera northern,,135,emb,emp,{},6.83333333333,-77.1666666667,South America,,Emberá (Northern),1953,False,False
kuna,,127,kun,kvn,{},8.0,-77.3333333333,South America,,Kuna,1647,False,False
