ascii_name,description,genus_pk,id,iso_codes,jsondata,latitude,longitude,macroarea,markup_description,name,pk,samples_100,samples_200
bima,,75,bim,bhp,{},-8.5,118.5,Papunesia,,Bima,514,False,False
kadazan,,518,kdz,kzj,{},5.91666666667,117.166666667,Papunesia,,Kadazan,1509,False,False
banggi,,73,bgz,bdg,{},7.25,117.166666667,Papunesia,,Banggi,2631,False,False
kutai,,519,kuy,vkt,{},-0.333333333333,116.666666667,Papunesia,,Kutai,144,False,False
bajauwestcoast,,76,bwc,bdr,{},6.33333333333,116.333333333,Papunesia,,Bajau (West Coast),2632,False,False
timugon,,518,tim,tih,{},5.0,116.0,Papunesia,,Timugon,1817,False,False
lundayeh,,518,lud,lnd,{},4.0,115.916666667,Papunesia,,Lun Dayeh,152,False,False
saban,,518,sab,snv,{},3.66666666667,115.666666667,Papunesia,,Sa'ban,1198,False,False
tatana,,518,tat,txx,{},5.5,115.5,Papunesia,,Tatana',1145,False,False
kelabit,,518,klt,kzi,{},3.66666666667,115.416666667,Papunesia,,Kelabit,132,False,False
balinese,,519,bal,ban,{},-8.33333333333,115.25,Papunesia,,Balinese,1294,False,False
katakolok,,330,kkl,bqy,{},-8.25,115.166666667,Papunesia,,Kata Kolok,352,False,False
maanyan,,73,myn,mhy,{},-2.0,115.0,Papunesia,,Ma'anyan,1514,False,False
kayanbaram,,518,kbr,kys,{},3.5,114.5,Papunesia,,Kayan (Baram),129,False,False
narom,,518,nrm,nrm,{},4.41666666667,114.0,Papunesia,,Narom,184,False,False
madurese,,519,mdr,mad,{},-7.0,113.5,Papunesia,,Madurese,1039,False,False
olohmangtangai,,73,olm,nij,{},-0.833333333333,113.0,Papunesia,,Oloh Mangtangai,733,False,False
embaloh,,525,eml,emb,{},1.16666666667,112.333333333,Papunesia,,Embaloh,58,False,False
iban,,519,iba,iba,{},2.0,112.0,Papunesia,,Iban,2152,False,False
melanau,,518,mel,mel,{},2.5,111.5,Papunesia,,Melanau,171,False,False
mentuhtapuh,,95,mta,sdo,{},1.25,111.0,Papunesia,,Mentuh Tapuh,720,False,False
javanese,,90,jav,jav,{},-7.0,111.0,Papunesia,,Javanese,1896,False,False
semandang,,95,smd,sdm,{},-0.75,110.5,Papunesia,,Semandang,214,False,False
biatah,,95,bit,bth,{},1.25,110.0,Papunesia,,Biatah,35,False,False
pulopetak,,73,plp,nij,{},1.41666666667,109.833333333,Papunesia,,Pulopetak,584,False,False
melayubetawi,,331,meb,bew,{},-6.5,107.0,Papunesia,,Melayu Betawi,560,False,False
sundanese,,519,sun,sun,{},-7.0,107.0,Papunesia,,Sundanese,2233,False,False
indonesianjakarta,,519,inj,ind,{},-6.16666666667,106.75,Papunesia,,Indonesian (Jakarta),109,False,False
