ascii_name,description,genus_pk,id,iso_codes,jsondata,latitude,longitude,macroarea,markup_description,name,pk,samples_100,samples_200
americansignlanguage,,330,asl,ase,{},39.0,-78.0,North America,,American Sign Language,274,False,False
tutelo,,391,tte,tta,{},37.6666666667,-78.75,North America,,Tutelo,1574,False,False
ojibwaeastern,,17,oji,"ojg, otw",{},46.0,-80.0,North America,,Ojibwa (Eastern),2207,False,False
catawba,,569,ctw,chc,{},35.5,-80.5,North America,,Catawba,1106,False,False
buglere,,122,bgl,sab,{},8.5,-81.25,North America,,Buglere,660,False,False
ngabere,,122,nbr,gym,{},8.66666666667,-82.0,North America,,Ngäbere,2117,False,False
timucua,,419,tmc,tjm,{},30.25,-82.5,North America,,Timucua,1534,False,False
teribe,,123,trb,tfr,{},9.33333333333,-82.6666666667,North America,,Teribe,2195,False,False
shawnee,,17,shw,sjw,{},40.0,-83.0,North America,,Shawnee,597,False,False
fox,,17,fox,sac,{},43.0,-83.0,North America,,Fox,873,False,False
bribri,,123,bri,bzd,{},9.41666666667,-83.0,North America,,Bribri,2310,False,True
boruca,,123,brc,brn,{},8.83333333333,-83.25,North America,,Boruca,290,False,False
cabecar,,123,cab,cjp,{},9.75,-83.4166666667,North America,,Cabécar,293,False,False
cherokee,,191,che,chr,{},35.5,-83.5,North America,,Cherokee,2214,False,False
miskito,,251,mis,miq,{},14.0,-83.6666666667,North America,,Miskito,2239,False,False
rama,,125,ram,rma,{},11.75,-83.75,North America,,Rama,2468,True,True
kickapoo,,17,kic,kic,{},42.25,-84.0,North America,,Kickapoo,929,False,False
seminole,,260,smn,mus,{},33.0,-84.0,North America,,Seminole,1479,False,False
sumu,,251,sum,sum,{},13.0,-84.5,North America,,Sumu,604,False,False
potawatomi,,17,pot,pot,{},44.5,-85.0,North America,,Potawatomi,435,False,False
creek,,260,crk,mus,{},34.0,-85.0,North America,,Creek,922,False,False
mikasuki,,260,mki,mik,{},32.0,-85.0,North America,,Mikasuki,1409,False,False
koasati,,260,koa,cku,{},34.8333333333,-85.1666666667,North America,,Koasati,2459,True,True
pech,,126,pec,pay,{},15.0,-85.5,North America,,Pech,1981,False,False
yuchi,,504,yuc,yuc,{},35.75,-86.75,North America,,Yuchi,2359,False,True
tol,,420,tol,jic,{},14.6666666667,-87.0,North America,,Tol,2087,False,False
alabama,,260,abm,akz,{},32.3333333333,-87.4166666667,North America,,Alabama,1787,False,False
chickasaw,,260,cck,cic,{},34.0,-88.0,North America,,Chickasaw,1444,False,False
garifuna,,550,grf,cab,{},15.6666666667,-88.0,North America,,Garífuna,1995,False,False
menomini,,17,men,mez,{},45.5,-88.3333333333,North America,,Menomini,2079,False,False
winnebago,,391,wnb,win,{},43.5,-88.5,North America,,Winnebago,965,False,False
choctaw,,260,cct,cho,{},32.25,-88.5,North America,,Choctaw,2186,False,False
mopan,,250,mop,mop,{},16.5833333333,-88.6666666667,North America,,Mopan,820,False,False
biloxi,,391,blx,bll,{},30.5,-88.6666666667,North America,,Biloxi,1949,False,False
miskitocoastenglishcreole,,331,mce,bzj,{},16.25,-88.8333333333,North America,,Mískito Coast English Creole,173,False,False
yucatec,,250,yct,yua,{},20.0,-89.0,North America,,Yucatec,1744,False,False
chorti,,250,coi,caa,{},14.8333333333,-89.25,North America,,Chortí,665,False,False
pipil,,476,pip,ppl,{},13.8333333333,-89.5833333333,North America,,Pipil,2324,False,False
pocomamoriental,,250,poc,poa,{},14.75,-89.75,North America,,Pocomam Oriental,433,False,False
itzaj,,250,itz,itz,{},17.0,-89.8333333333,North America,,Itzaj,1307,False,False
kekchi,,250,kek,kek,{},16.0,-89.8333333333,North America,,K'ekchí,1356,False,False
illinois,,17,ill,mia,{},40.0,-90.0,North America,,Illinois,331,False,False
ojibwasevern,,17,ojs,ojs,{},53.0,-90.0,North America,,Ojibwa (Severn),893,False,False
creeswampy,,17,cea,"crj, csw",{},56.0,-90.0,North America,,Cree (Swampy),1591,False,False
achi,,250,aci,"acc, acr",{},15.1666666667,-90.5,North America,,Achí,2,False,False
pocomam,,250,pcm,poc,{},14.6666666667,-90.5,North America,,Pocomam,201,False,False
pokomchi,,250,pkm,"pob, poh",{},15.4166666667,-90.5,North America,,Pokomchí,738,False,False
ixil,,250,ixi,"ixi, ixl",{},15.5,-91.0,North America,,Ixil,1173,False,False
cakchiquel,,250,cak,ckf,{},14.5,-91.0,North America,,Cakchiquel,1716,False,False
chitimacha,,134,ctm,ctm,{},29.6666666667,-91.0,North America,,Chitimacha,2040,False,False
tunica,,453,tun,tun,{},32.6666666667,-91.0,North America,,Tunica,2381,False,True
aguacatec,,250,agu,agu,{},15.4166666667,-91.3333333333,North America,,Aguacatec,1060,False,False
natchez,,271,nat,ncz,{},31.75,-91.3333333333,North America,,Natchez,1472,False,False
tzutujil,,250,tzu,"tzj, tzt",{},14.6666666667,-91.3333333333,North America,,Tzutujil,2325,False,False
quiche,,250,qch,quc,{},15.0,-91.4166666667,North America,,Quiché,948,False,False
tojolabal,,250,toj,toj,{},16.3333333333,-91.5,North America,,Tojolabal,1010,False,False
lacandon,,250,lac,lac,{},17.0,-91.5,North America,,Lacandón,1463,False,False
chuj,,250,chj,"cac, cnm",{},15.9166666667,-91.5833333333,North America,,Chuj,1109,False,False
mamsouthern,,250,mmz,mms,{},14.8333333333,-91.6666666667,North America,,Mam (Southern),81,False,False
kanjobaleastern,,250,kea,kjb,{},15.3333333333,-91.6666666667,North America,,Kanjobal (Eastern),346,False,False
jakaltek,,250,jak,"jac, jai",{},15.6666666667,-91.6666666667,North America,,Jakaltek,2487,True,True
sipakapense,,250,qum,qum,{},15.25,-91.75,North America,,Sipakapense,2662,False,False
kanjobalwestern,,250,kwe,knj,{},15.8333333333,-91.8333333333,North America,,Kanjobal (Western),803,False,False
mam,,250,mam,mvc,{},15.0,-91.8333333333,North America,,Mam,2252,False,False
inuktitutrankininlet,,158,inr,ikt,{},63.0,-92.0,North America,,Inuktitut (Rankin Inlet),334,False,False
tzeltalbachajon,,250,tzb,tzb,{},16.9166666667,-92.0,North America,,Tzeltal (Bachajón),477,False,False
teco,,250,tec,ttc,{},15.4166666667,-92.0833333333,North America,,Teco,230,False,False
chicomuceltec,,250,cec,cob,{},15.5,-92.25,North America,,Chicomuceltec,301,False,False
tzeltal,,250,tze,"tzb, tzh",{},16.8333333333,-92.25,North America,,Tzeltal,476,False,False
tzeltaltenejapa,,250,tzt,tzh,{},16.6666666667,-92.3333333333,North America,,Tzeltal (Tenejapa),478,False,False
ojibweminnesota,,17,ojm,ciw,{},47.6666666667,-92.5,North America,,Ojibwe (Minnesota),732,False,False
chol,,250,col,"cti, ctu",{},17.75,-92.5,North America,,Chol,789,False,False
tzeltalaguacatenango,,250,tza,tzh,{},16.4166666667,-92.5,North America,,Tzeltal (Aguacatenango),1280,False,False
chontalmaya,,250,cmy,chf,{},18.1666666667,-92.5833333333,North America,,Chontal Maya,1925,False,False
tzotzil,,250,tzo,tzc,{},16.5,-92.6666666667,North America,,Tzotzil,1853,False,False
tzotzilsanandres,,250,tzs,tzs,{},17.0,-92.8333333333,North America,,Tzotzil (San Andrés),479,False,False
tzotzilzinacantan,,250,tzz,tzz,{},16.8333333333,-92.8333333333,North America,,Tzotzil (Zinacantán),615,False,False
zoquerayon,,252,zqr,zor,{},17.0833333333,-93.0,North America,,Zoque (Rayon),264,False,False
zoquefranciscoleon,,252,zfl,zos,{},17.3333333333,-93.25,North America,,Zoque (Francisco León),496,False,False
zoquecopainala,,252,zqc,zoc,{},17.0,-93.25,North America,,Zoque (Copainalá),2417,True,True
zoqueostuacan,,252,zqo,zoc,{},17.4166666667,-93.3,North America,,Zoque (Ostuacan),1059,False,False
