ascii_name,description,genus_pk,id,iso_codes,jsondata,latitude,longitude,macroarea,markup_description,name,pk,samples_100,samples_200
byansi,,389,bya,bee,{},30.1666666667,80.5,Eurasia,,Byansi,2056,False,False
sinhala,,182,snh,sin,{},7.0,80.5,Eurasia,,Sinhala,2193,False,False
chaudangsi,,389,chd,cdn,{},30.0,80.25,Eurasia,,Chaudangsi,976,False,False
indopakistanisignlanguageindiandialects,,330,ipi,ins,{},24.0,80.0,Eurasia,,Indo-Pakistani Sign Language (Indian dialects),333,False,False
kumauni,,182,kum,kfy,{},30.0,80.0,Eurasia,,Kumauni,1461,False,False
uyghur,,19,uyg,uig,{},40.0,80.0,Eurasia,,Uyghur,1782,False,False
darma,,389,drm,drd,{},30.0,79.75,Eurasia,,Darma,1542,False,False
marchha,,389,mrc,rnp,{},30.25,79.5833333333,Eurasia,,Marchha,936,False,False
rangpas,,389,rpa,bod,{},30.3333333333,79.3333333333,Eurasia,,Rang Pas,2616,False,False
jad,,389,jad,bod,{},30.8333333333,79.0,Eurasia,,Jad,927,False,False
telugu,,147,tel,tel,{},16.0,79.0,Eurasia,,Telugu,2286,False,False
nyamkad,,389,nyk,tpq,{},32.0,78.5,Eurasia,,Nyamkad,1195,False,False
korku,,66,kku,kfq,{},22.5,78.5,Eurasia,,Korku,1998,False,False
kolami,,148,kol,"kfb, nit",{},20.0,78.5,Eurasia,,Kolami,2061,False,False
tamil,,149,tml,tam,{},11.0,78.5,Eurasia,,Tamil,2356,False,False
zhangzhung,,389,zha,jna,{},31.5833333333,78.4166666667,Eurasia,,Zhang-Zhung,626,False,False
kalmykissykkul,,20,kiq,xal,{},42.4166666667,78.3333333333,Eurasia,,Kalmyk (Issyk-Kul),125,False,False
tatarbaraba,,19,ttb,tat,{},55.3333333333,78.3333333333,Eurasia,,Tatar (Baraba),225,False,False
tamilspoken,,149,tsp,tam,{},11.0,78.0,Eurasia,,Tamil (Spoken),224,False,False
spitian,,389,spi,bod,{},32.25,78.0,Eurasia,,Spitian,1094,False,False
kinnauri,,389,knn,kfk,{},31.5,78.0,Eurasia,,Kinnauri,1603,False,False
ladakhi,,389,lad,lbj,{},34.0,78.0,Eurasia,,Ladakhi,2370,False,True
nahali,,265,nah,nll,{},19.75,77.8333333333,Eurasia,,Nahali,1317,False,False
tod,,389,tod,sbu,{},32.4166666667,77.25,Eurasia,,Tod,234,False,False
kanashi,,389,xns,xns,{},32.0833333333,77.25,Eurasia,,Kanashi,2619,False,False
tinani,,389,tni,lbf,{},32.3333333333,77.1666666667,Eurasia,,Tinani,1147,False,False
kota,,149,kot,kfe,{},11.5,77.1666666667,Eurasia,,Kota,1401,False,False
bunan,,389,ghr,bfu,{},32.5,77.0,Eurasia,,Bunan,982,False,False
lamani,,182,lmn,lmn,{},17.0,77.0,Eurasia,,Lamani,1873,False,False
hindi,,182,hin,hin,{},25.0,77.0,Eurasia,,Hindi,2523,True,True
kodava,,149,kod,kfa,{},12.1666666667,76.8333333333,Eurasia,,Kodava,1120,False,False
badaga,,149,bdg,bfq,{},11.6666666667,76.75,Eurasia,,Badaga,23,False,False
toda,,149,tda,tcx,{},11.4166666667,76.75,Eurasia,,Toda,469,False,False
