ascii_name,description,genus_pk,id,iso_codes,jsondata,latitude,longitude,macroarea,markup_description,name,pk,samples_100,samples_200
mituku,,274,mit,zmq,{},-1.66666666667,25.5,Africa,,Mituku,393,False,False
berbersiwa,,4,bsi,siz,{},29.1666666667,25.5,Africa,,Berber (Siwa),915,False,False
enya,,274,eny,gey,{},-0.5,25.25,Africa,,Enya,316,False,False
dajudarfur,,318,ddf,daj,{},12.25,25.25,Africa,,Daju (Dar Fur),1225,False,False
yulu,,305,yul,yul,{},8.5,25.25,Africa,,Yulu,2034,False,False
birri,,305,brz,bvq,{},5.5,25.1666666667,Africa,,Birri,288,False,False
binga,,305,big,yul,{},8.0,25.0,Africa,,Binga,865,False,False
lebeo,,274,leb,agh,{},1.75,25.0,Africa,,Lebeo,1126,False,False
mba,,287,mba,mfc,{},1.0,25.0,Africa,,Mba,1904,False,False
fur,,306,fur,fvr,{},13.5,25.0,Africa,,Fur,2367,False,True
hoan,,213,huc,huc,{},-25.5,25.0,Africa,,=|Hoan,2671,False,False
subiya,,274,sub,sbs,{},-17.75,24.9166666667,Africa,,Subiya,602,False,False
mbole,,274,mbl,mdq,{},-0.666666666667,24.6666666667,Africa,,Mbole,1087,False,False
deti,,210,det,shg,{},-20.5,24.5,Africa,,Deti,1228,False,False
kresh,,301,kre,krs,{},8.5,24.5,Africa,,Kresh,1804,False,False
tetela,,274,tet,tll,{},-4.0,24.0,Africa,,Tetela,842,False,False
lunda,,274,lbu,lun,{},-10.6666666667,24.0,Africa,,Lunda,1874,False,False
kanyok,,274,kyo,kny,{},-7.33333333333,23.5833333333,Africa,,Kanyok,348,False,False
yeyi,,274,yey,yey,{},-20.0,23.5,Africa,,Yeyi,1379,False,False
doko,,274,dok,ngc,{},3.0,23.0833333333,Africa,,Doko,923,False,False
ngombe,,274,nbe,ngc,{},3.0,23.0,Africa,,Ngombe,725,False,False
nzakara,,287,nza,nzk,{},5.0,23.0,Africa,,Nzakara,1563,False,False
karaincentralafricanrepublic,,305,kar,kah,{},10.0,23.0,Africa,,Kara (in Central African Republic),1643,False,False
